"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"대전광역시 서구청",대전광역시 서구 계룡로 245번길 40(월평동),대전광역시 서구 월평1동 1204,생활방범,1,,360도 전방면,30,2007-08,042-288-2672,36.354353,127.355469,2019-01-04
"대전광역시 서구청",대전광역시 서구 월평중로 14번길 37(월평동),대전광역시 서구 월평1동 689,생활방범,1,,360도 전방면,30,2007-08,042-288-2672,36.355642,127.366147,2019-01-04
"대전광역시 서구청",대전광역시 서구 문정로 112번안길 8-11(탄방동),대전광역시 서구 탄방동 877,생활방범,1,,360도 전방면,30,2007-08,042-288-2672,36.3452628,127.3921922,2019-01-04
"대전광역시 서구청",대전광역시 서구 벌곡로 1379번길 33(가수원동),대전광역시 서구 가수원동 769-1,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.3037550,127.3518844,2019-01-04
"대전광역시 서구청",대전광역시 서구 신갈마로 141번길 10-1(갈마동),대전광역시 서구 갈마1동 377-21,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.346172,127.367467,2019-01-04
"대전광역시 서구청",대전광역시 서구 대덕대로 135번길 25(갈마동),대전광역시 서구 갈마2동 1152,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.345808,127.373425,2019-01-04
"대전광역시 서구청",대전광역시 서구 갈마중로50번길 72(갈마동),대전광역시 서구 갈마2동 1196,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.343789,127.374014,2019-01-04
"대전광역시 서구청",대전광역시 서구 구봉로 147번길 76-3(관저동),대전광역시 서구 관저2동 1304,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.300086,127.338303,2019-01-04
"대전광역시 서구청",대전광역시 서구 도마 16길 46(도마동),대전광역시 서구 도마1동 71-48,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.320711,127.378806,2019-01-04
"대전광역시 서구청",대전광역시 서구 도마6길 122(도마동),대전광역시 서구 도마1동 87-36,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.317519,127.380347,2019-01-04
"대전광역시 서구청",대전광역시 서구 도솔2길 15(도마동),대전광역시 서구 도마2동 109-14,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.318097,127.372711,2019-01-04
"대전광역시 서구청",대전광역시 서구 도솔5길 65(도마동),대전광역시 서구 도마2동 161-12,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.314158,127.371289,2019-01-04
"대전광역시 서구청",대전광역시 서구 대덕대로 175번길 30 (둔산동),대전광역시 서구 둔산2동 1115,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.349939,127.375292,2019-01-04
"대전광역시 서구청",대전광역시 서구 만년남로 11번길 26(만년동),대전광역시 서구 만년동 235,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.3663146,127.3751851,2019-01-04
"대전광역시 서구청",대전광역시 서구 도산로 207번길 49(변동),대전광역시 서구 변동 23-52,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.3273977,127.3771967,2019-01-04
"대전광역시 서구청",대전광역시 서구 변정3길 18(변동),대전광역시 서구 변동 45-1,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.3232816,127.3827235,2019-01-04
"대전광역시 서구청",대전광역시 서구 아랫강길4길 65(용문동),대전광역시 서구 용문동 225-46,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.3397244,127.398092,2019-01-04
"대전광역시 서구청",대전광역시 서구 괴정로181번길 37(용문동),대전광역시 서구 용문동 279-9,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.334586,127.392256,2019-01-04
"대전광역시 서구청",대전광역시 서구 월평중로13번길 103(월평동),대전광역시 서구 월평1동 1123,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.354536,127.358694,2019-01-04
"대전광역시 서구청",대전광역시 서구 월평중로24번길 39(월평동),대전광역시 서구 월평1동 599,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.356628,127.365753,2019-01-04
"대전광역시 서구청",대전광역시 서구 월평로90번길 27(월평동),대전광역시 서구 월평1동 721,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.354697,127.367669,2019-01-04
"대전광역시 서구청",대전광역시 서구 유등로669번길 28-6(탄방동),대전광역시 서구 탄방동 1347,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.3475012,127.400617,2019-01-04
"대전광역시 서구청",대전광역시 서구 도산로 419-17(탄방동),대전광역시 서구 탄방동 75-2,생활방범,1,,360도 전방면,30,2008-06,042-288-2672,36.340922,127.3953605,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저북로92(관저동),대전광역시 서구 관저1동 984-1,생활방범,1,,360도 전방면,30,2008-07,042-288-2672,36.3098696,127.337222,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저로196(관저동),대전광역시 서구 관저2동 1397,생활방범,1,,360도 전방면,30,2008-07,042-288-2672,36.299106,127.343389,2019-01-04
"대전광역시 서구청",대전광역시 서구 복수동로 26(복수동),대전광역시 서구 복수동 453,생활방범,1,,360도 전방면,30,2008-07,042-288-2672,36.300775,127.378675,2019-01-04
"대전광역시 서구청",대전광역시 서구 복수동로 26(복수동),대전광역시 서구 복수동 452,생활방범,1,,360도 전방면,30,2008-07,042-288-2672,36.3018897,127.3780576,2019-01-04
"대전광역시 서구청",대전광역시 서구 괴곡길 42( 정림동),대전광역시 서구 괴곡동 361-2,생활방범,1,,360도 전방면,30,2008-07,042-288-2672,36.2946505,127.3614130,2019-01-04
"대전광역시 서구청",대전광역시 서구 괴곡길 42 (정림동),대전광역시 서구 괴곡동 370-2,생활방범,2,,360도 전방면,30,2008-07,042-288-2672,36.295508,127.361006,2019-01-04
"대전광역시 서구청",대전광역시 서구 벌곡로1353번길 27(가수원동),대전광역시 서구 가수원동 773-10,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3016679,127.352953,2019-01-04
"대전광역시 서구청",대전광역시 서구 가장로150(가장동),대전광역시 서구 가장동 25-1,생활방범,2,,360도 전방면,30,2009-05,042-288-2672,36.3307097,127.3883400,2019-01-04
"대전광역시 서구청",대전광역시 서구 신갈마로141번길 45(갈마동),대전광역시 서구 갈마1동 389,생활방범,2,,360도 전방면,30,2009-05,042-288-2672,36.344925,127.366653,2019-01-04
"대전광역시 서구청",대전광역시 서구 대덕대로112번길 10(갈마동),대전광역시 서구 갈마2동 1417,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.343069,127.376353,2019-01-04
"대전광역시 서구청",대전광역시 서구 대덕대로 83-74(갈마동),대전광역시 서구 갈마2동 1486,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.341319,127.373311,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저동로 161(관저동),대전광역시 서구 관저1동 992,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.305825,127.340694,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저로 45(관저동),대전광역시 서구 관저2동 1141,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.298072,127.327358,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저중로61(관저동),대전광역시 서구 관저2동 1152,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.297089,127.334769,2019-01-04
"대전광역시 서구청",대전광역시 서구 괴정로85-35(괴정동),대전광역시 서구 괴정동 62-19,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3403546227,127.384022835,2019-01-04
"대전광역시 서구청",대전광역시 서구 도솔로252번길 49(내동),대전광역시 서구 내동 17-13,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3311255,127.380031,2019-01-04
"대전광역시 서구청",대전광역시 서구 대신1길 72(도마동),대전광역시 서구 도마1동 183-41,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.311853,127.381044,2019-01-04
"대전광역시 서구청",대전광역시 서구 도마로7번길 29(도마동),대전광역시 서구 도마1동 24-34,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.323742,127.371117,2019-01-04
"대전광역시 서구청",대전광역시 서구 도마15길 18(도마동),대전광역시 서구 도마1동 78-41,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.319956,127.3804706,2019-01-04
"대전광역시 서구청",대전광역시 서구 제비네6길 69(도마동),대전광역시 서구 도마2동 149-1,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3148642,127.376372,2019-01-04
"대전광역시 서구청",대전광역시 서구 도림1길 15(도마동),대전광역시 서구 도마2동 163-11,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.311189,127.373792,2019-01-04
"대전광역시 서구청",대전광역시 서구 문정로221(둔산동),대전광역시 서구 둔산1동 1385,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.354628,127.3942853,2019-01-04
"대전광역시 서구청",대전광역시 서구 둔산남로9번길 87(둔산동),대전광역시 서구 둔산2동 1185,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.350489,127.380814,2019-01-04
"대전광역시 서구청",대전광역시 서구 유등로 879(둔산동),대전광역시 서구 둔산2동 907-1,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.362428,127.392997,2019-01-04
"대전광역시 서구청",대전광역시 서구 청사로 269(둔산동),대전광역시 서구 둔산2동 908-3,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.359753,127.393614,2019-01-04
"대전광역시 서구청",대전광역시 서구 둔산북로232-52(둔산동),대전광역시 서구 둔산3동 1808,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.353372,127.400325,2019-01-04
"대전광역시 서구청",대전광역시 서구 둔산로206번길 26(둔산동),대전광역시 서구 둔산3동 1905,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.350122,127.396622,2019-01-04
"대전광역시 서구청",대전광역시 서구 만년남로14(만년동),대전광역시 서구 만년동 280,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3671313,127.3772881,2019-01-04
"대전광역시 서구청",대전광역시 서구 동서대로968(변동),대전광역시 서구 변동 254-439,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3331629,127.3694495,2019-01-04
"대전광역시 서구청",대전광역시 서구 복수북로69(복수동),대전광역시 서구 복수동 283-414,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3082432,127.3774794,2019-01-04
"대전광역시 서구청",대전광역시 서구 월평서로13(월평동),대전광역시 서구 월평1동 1182,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.354808,127.357731,2019-01-04
"대전광역시 서구청",대전광역시 서구 월평새뜸로4번길 49-26(월평동),대전광역시 서구 월평1동 1308,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.353772,127.355339,2019-01-04
"대전광역시 서구청",대전광역시 서구 월평동로21(?평동),대전광역시 서구 월평1동 663,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.356153,127.368364,2019-01-04
"대전광역시 서구청",대전광역시 서구 정림로 32(정림동),대전광역시 서구 정림동 650,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3036480,127.366197,2019-01-04
"대전광역시 서구청",대전광역시 서구 남선로9번길 67(탄방동),대전광역시 서구 탄방동 1054,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3457930,127.3957954,2019-01-04
"대전광역시 서구청",대전광역시 서구 탄방로15(탄방동),대전광역시 서구 탄방동 814,생활방범,1,,360도 전방면,30,2009-05,042-288-2672,36.3459363,127.3910094,2019-01-04
"대전광역시 서구청",대전광역시 서구 동서대로1063번길 4(내동),대전광역시 서구 내동 13-1,생활방범,2,,360도 전방면,30,2009-09,042-288-2672,36.3299619,127.3794775,2019-01-04
"대전광역시 서구청",대전광역시 서구 동서대로1049(내동),대전광역시 서구 내동 13-20,생활방범,2,,360도 전방면,30,2009-09,042-288-2672,36.3307788,127.3779863,2019-01-04
"대전광역시 서구청",대전광역시 서구 도솔로252번길15(내동),대전광역시 서구 내동 18-28,생활방범,1,,360도 전방면,30,2009-09,042-288-2672,36.3319709,127.3786273,2019-01-04
"대전광역시 서구청",대전광역시 서구 갈마역로125(월평동),대전광역시 서구 월평3동 304 성룡초,생활방범,2,,360도 전방면,30,2009-09,042-288-2672,36.362153,127.374286,2019-01-04
"대전광역시 서구청",대전광역시 서구 갈마역로125(월평동),대전광역시 서구 월평3동 304 황실@103동,생활방범,2,,360도 전방면,30,2009-09,042-288-2672,36.362167,127.3735855,2019-01-04
"대전광역시 서구청",대전광역시 서구 갈마역로125(월평동),대전광역시 서구 월평3동 304 황실@110동,생활방범,2,,360도 전방면,30,2009-09,042-288-2672,36.361086,127.372983,2019-01-04
"대전광역시 서구청",대전광역시 서구 갈마역로125(월평동),대전광역시 서구 월평3동 304 황실@118동,생활방범,2,,360도 전방면,30,2009-09,042-288-2672,36.360978,127.374281,2019-01-04
"대전광역시 서구청",대전광역시 서구 계백로1286번길117(정림동),대전광역시 서구 정림동 197-23,생활방범,2,,360도 전방면,30,2009-09,042-288-2672,36.3028654,127.3675234,2019-01-04
"대전광역시 서구청",대전광역시 서구 정림동로8-6(정림동),대전광역시 서구 정림동 635 정림초교 공원쪽,생활방범,2,,360도 전방면,30,2009-09,042-288-2672,36.303794,127.365878,2019-01-04
"대전광역시 서구청",대전광역시 서구 계백로1286번길86(정림동),대전광역시 서구 정림동 637 정림초교 주민센터,생활방범,2,,360도 전방면,30,2009-09,042-288-2672,36.303978,127.367042,2019-01-04
"대전광역시 서구청",,대전광역시 서구 평촌동 산 12-17,생활방범,2,,360도 전방면,30,2009-05,042-288-2672,36.238622,127.317439,2019-01-04
"대전광역시 서구청",,대전광역시 서구 둔산3동 2154,생활방범,3,,360도 전방면,30,2009-05,042-288-2672,36.238622,127.317439,2019-01-04
"대전광역시 서구청",대전광역시 서구 가수원중로 43-11(가수원동),대전광역시 서구 가수원동 788-4,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3007522,127.3530783,2019-01-04
"대전광역시 서구청",대전광역시 서구 괴정로198번길 46(가장동),대전광역시 서구 가장동 23-1,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3310955,127.3895956,2019-01-04
"대전광역시 서구청",대전광역시 서구 계룡로407번길 73(갈마동),대전광역시 서구 갈마1동 268-1,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.353081,127.370219,2019-01-04
"대전광역시 서구청",대전광역시 서구 한밭대로656번길 28(갈마동),대전광역시 서구 갈마1동 780 2번출구,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.356464,127.371647,2019-01-04
"대전광역시 서구청",대전광역시 서구 갈마역로25번길 47(갈마동),대전광역시 서구 갈마1동 886,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.352794,127.371642,2019-01-04
"대전광역시 서구청",대전광역시 서구 갈마중로46번길 15(갈마동),대전광역시 서구 갈마2동 1082,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.346494,127.373986,2019-01-04
"대전광역시 서구청",대전광역시 서구 갈마중로8번길 64(갈마동),대전광역시 서구 갈마2동 405-5,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.344864,127.370972,2019-01-04
"대전광역시 서구청",대전광역시 서구 대덕대로167번길 53(갈마동),대전광역시 서구 갈마2동 910,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.349861,127.373644,2019-01-04
"대전광역시 서구청",대전광역시 서구 괴정로116번길 12(괴정동),대전광역시 서구 괴정동 80-12,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3371451,127.384972,2019-01-04
"대전광역시 서구청",대전광역시 서구 도솔로322번길 21-10(괴정동),대전광역시 서구 괴정동 83-61,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.335517,127.384744,2019-01-04
"대전광역시 서구청",대전광역시 서구 동서대로1021번길 36(내동),대전광역시 서구 내동 20-60,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3332876,127.3767143,2019-01-04
"대전광역시 서구청",대전광역시 서구 도마2길 43(도마동)),대전광역시 서구 도마1동 134-39,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.314542,127.381411,2019-01-04
"대전광역시 서구청",대전광역시 서구 도학1길 13(도마동),대전광역시 서구 도마1동 48-1,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.321823,127.372578,2019-01-04
"대전광역시 서구청",대전광역시 서구 사마3길 12 (도마동),대전광역시 서구 도마2동 127-28,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.316544,127.377697,2019-01-04
"대전광역시 서구청",대전광역시 서구 제비네8길 35(도마동),대전광역시 서구 도마2동 165-1,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.312739,127.375392,2019-01-04
"대전광역시 서구청",대전광역시 서구 문정로170번길 137(둔산동),대전광역시 서구 둔산3동 2064,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.350689,127.400511,2019-01-04
"대전광역시 서구청",,대전광역시 서구 둔산3동 2167,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.349411,127.401297,2019-01-04
"대전광역시 서구청",대전광역시 서구 배재로233번길 31(변동),대전광역시 서구 변동 253-53,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3296446,127.368994,2019-01-04
"대전광역시 서구청",대전광역시 서구 오량1길 63(복수동),대전광역시 서구 복수동 283-148,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3108662,127.3777191,2019-01-04
"대전광역시 서구청",대전광역시 서구 오량1길 40(복수동),대전광역시 서구 복수동 283-38,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3102820,127.375769,2019-01-04
"대전광역시 서구청",대전광역시 서구 도솔로511번길29-1(용문동),대전광역시 서구 용문동 218-20,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3415485,127.399756,2019-01-04
"대전광역시 서구청",대전광역시 서구 탄방로 108(용문동),대전광역시 서구 용문동 241-4,생활방범,2,,360도 전방면,30,2010-07,042-288-2672,36.339094,127.3963886,2019-01-04
"대전광역시 서구청",대전광역시 서구 계룡로264번길 34(월평동),대전광역시 서구 월평1동 16-3,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.353275,127.360553,2019-01-04
"대전광역시 서구청",대전광역시 서구 월평로27번길 1(월평동),대전광역시 서구 월평1동 405,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.356653,127.359931,2019-01-04
"대전광역시 서구청",대전광역시 서구 남선로37(탄방동),대전광역시 서구 탄방동 1133,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3466301,127.3970255,2019-01-04
"대전광역시 서구청",대전광역시 서구 도솔로483번길 74(탄방동),대전광역시 서구 탄방동 1483-1,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.3444654,127.3997215,2019-01-04
"대전광역시 서구청",대전광역시 서구 큰마을4길 10(탄방동),대전광역시 서구 탄방동 511-56,생활방범,1,,360도 전방면,30,2010-07,042-288-2672,36.342575,127.3792383,2019-01-04
"대전광역시 서구청",대전광역시 서구 벌곡로 1359(가수원동),대전광역시 서구 가수원동 471,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.3027731,127.3528022,2019-01-04
"대전광역시 서구청",대전광역시 서구 가수원중로57번길 73(가수원동),대전광역시 서구 가수원동 815-6,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.297006,127.354286,2019-01-04
"대전광역시 서구청",대전광역시 서구 괴정로198번길 56(가장동),대전광역시 서구 가장동 27-1,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.330069,127.389117,2019-01-04
"대전광역시 서구청",대전광역시 서구 유등로431번길 47(가장동),대전광역시 서구 가장동 29-2,생활방범,2,,360도 전방면,30,2010-12,042-288-2672,36.3303949,127.3875984,2019-01-04
"대전광역시 서구청",대전광역시 서구 들말4길 24(가장동),대전광역시 서구 가장동 40-6,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.3294505,127.3842821,2019-01-04
"대전광역시 서구청",대전광역시 서구 계룡로342번길 28(갈마동),대전광역시 서구 갈마1동 295-17,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.352267,127.366278,2019-01-04
"대전광역시 서구청",대전광역시 서구 신갈마로 160-2(갈마동),대전광역시 서구 갈마1동 363-1,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.348419,127.368458,2019-01-04
"대전광역시 서구청",대전광역시 서구 신갈마로127번길 28(갈마동),대전광역시 서구 갈마1동 389,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.346131,127.365717,2019-01-04
"대전광역시 서구청",대전광역시 서구 신갈마로 121-6(갈마동),대전광역시 서구 갈마1동 392-6,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.343936,127.368397,2019-01-04
"대전광역시 서구청",대전광역시 서구 계룡로367번길 86(갈마동),대전광역시 서구 갈마1동 787,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.356247,127.370997,2019-01-04
"대전광역시 서구청",대전광역시 서구 계룡로367번길 92(갈마동),대전광역시 서구 갈마1동 789,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.355389,127.369336,2019-01-04
"대전광역시 서구청",,대전광역시 서구 갈마2동 1318,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.341597,127.375356,2019-01-04
"대전광역시 서구청",대전광역시 서구 갈마로103번길 41(갈마동),대전광역시 서구 갈마2동 402-1,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.344731,127.371658,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저로129번길 26(관저동),대전광역시 서구 관저2동 1063,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.299936,127.336619,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저중로 61(관저동),대전광역시 서구 관저2동 1152,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.297792,127.333464,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저동로93번길 55(관저동),대전광역시 서구 관저2동 1247,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.3004783,127.337153,2019-01-04
"대전광역시 서구청",,대전광역시 서구 관저2동 1365,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.298058,127.339136,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저동로42(관저동),대전광역시 서구 관저2동 1393,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.295525,127.3426207,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저로 196(관저동),대전광역시 서구 관저2동 1396,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.2984470,127.343586,2019-01-04
"대전광역시 서구청",대전광역시 서구 관저동로90번길 16(관저동),대전광역시 서구 관저2동 1419,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.299936,127.342111,2019-01-04
"대전광역시 서구청",대전광역시 서구 괴정로 16번길 5(괴정동),대전광역시 서구 괴정동 123-6,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.3397036,127.376822,2019-01-04
"대전광역시 서구청",,대전광역시 서구 괴정동 138-5,생활방범,2,,360도 전방면,30,2010-12,042-288-2672,36.336211,127.376294,2019-01-04
"대전광역시 서구청",대전광역시 서구 당고개길 48(평촌동),대전광역시 서구 기성동 297,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.241239,127.315694,2019-01-04
"대전광역시 서구청",대전광역시 서구 기성초교길 42(매노동),대전광역시 서구 기성동 163,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.249661,127.338086,2019-01-04
"대전광역시 서구청",대전광역시 서구 대덕대로21번길 5-8(내동),대전광역시 서구 내동 161-7,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.335208,127.371514,2019-01-04
"대전광역시 서구청",대전광역시 서구 도솔로267번길 32(내동),대전광역시 서구 내동 33-7,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.3343770,127.3778953,2019-01-04
"대전광역시 서구청",대전광역시 서구 도마4길 71 (도마동),대전광역시 서구 도마1동 132-4,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.315828,127.380817,2019-01-04
"대전광역시 서구청",대전광역시 서구 대신1길 86(도마동),대전광역시 서구 도마1동 182-8,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.310417,127.382122,2019-01-04
"대전광역시 서구청",대전광역시 서구 배재로186번길 25(도마동),대전광역시 서구 도마1동 21-39,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.324986,127.371803,2019-01-04
"대전광역시 서구청",대전광역시 서구 도마로19번길 30(도마동),대전광역시 서구 도마2동 31-11,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.323714,127.372286,2019-01-04
"대전광역시 서구청",대전광역시 서구 도마로37번길 55(도마동),대전광역시 서구 도마1동 37-28,생활방범,2,,360도 전방면,30,2010-12,042-288-2672,36.324922,127.374617,2019-01-04
"대전광역시 서구청",대전광역시 서구 용화7길 68(도마동),대전광역시 서구 도마1동 45-1,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.321764,127.374442,2019-01-04
"대전광역시 서구청",대전광역시 서구 제비네8길 83(도마동),대전광역시 서구 도마2동 152-4,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.314372,127.375156,2019-01-04
"대전광역시 서구청",대전광역시 서구 배재로46번길 90(도마동),대전광역시 서구 도마2동 155-4,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.312964,127.374017,2019-01-04
"대전광역시 서구청",대전광역시 서구 제비네4길 35(도마동),대전광역시 서구 도마2동 171-1,생활방범,2,,360도 전방면,30,2010-12,042-288-2672,36.313431,127.377878,2019-01-04
"대전광역시 서구청",대전광역시 서구 문정로 221(둔산동),대전광역시 서구 둔산1동 1386,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.354636,127.395061,2019-01-04
"대전광역시 서구청",대전광역시 서구 문정로 221(둔산동),대전광역시 서구 둔산1동 1813,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.353567,127.393856,2019-01-04
"대전광역시 서구청",대전광역시 서구 둔산남로9번길 53(둔산동),대전광역시 서구 둔산2동 1193,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.350714,127.379106,2019-01-04
"대전광역시 서구청",대전광역시 서구 둔산로74번길 20(둔산동),대전광역시 서구 둔산2동 1205,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.349558,127.381964,2019-01-04
"대전광역시 서구청",대전광역시 서구 둔산로74번길 20(둔산동),대전광역시 서구 둔산2동 1205,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.349061,127.380864,2019-01-04
"대전광역시 서구청",대전광역시 서구 계룡로491번길 28(둔산동),대전광역시 서구 둔산2동 1234,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.346361,127.381283,2019-01-04
"대전광역시 서구청",대전광역시 서구 문정로 180(둔산동),대전광역시 서구 둔산3동 1813,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.350647,127.395414,2019-01-04
"대전광역시 서구청",대전광역시 서구 문정로 180(둔산동),대전광역시 서구 둔산3동 1813,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.351164,127.396567,2019-01-04
"대전광역시 서구청",대전광역시 서구 문정로 170번길 59(둔산동),대전광역시 서구 둔산3동 2008,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.350047,127.399272,2019-01-04
"대전광역시 서구청",대전광역시 서구 만년남로11번길 50(만년동),대전광역시 서구 만년동 157,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.366514,127.374331,2019-01-04
"대전광역시 서구청",대전광역시 서구 만년로 13(만년동),대전광역시 서구 만년동 6,생활방범,1,,360도 전방면,30,2010-12,042-288-2672,36.3675278,127.3743452,2019-01-04
